Judul,Status
"Sesat, Unggahan Video Cina Buka Kantor Polisi di Indonesia",Salah [-]
"Keliru, Jasad Bayi Berusia 14 Minggu Disimpan Dalam Kulkas",Salah [-]
"Sebagian Benar, Taliban Menghancurkan Televisi setelah Kuasai Afghanistan ",Salah [-]
"Sesat, Warga Afghanistan yang Telah Lama Menunggu Taliban Melempari Tentara Nasional yang Melarikan Diri",Salah [-]
"Keliru, Penggunaan Thermogun sebagai Adaptasi Scan Barcode di Dahi",Salah [-]
"Keliru, Vietnam Menang Perang dari Amerika Serikat Berkat Buku Strategi Perang Gerilya ",Salah [-]
"Sesat, Video Cara Tentara Korea Selatan Berterimakasih pada Veteran Turki",Salah [-]
"Tidak Terbukti, Pemerintah Turki Memesan 5,2 juta Vaksin Nusantara",Salah [-]
"Keliru, Warga Sipil Afghanistan Dibantai Secara Keji Karena Tidak Mendukung Pemerintahan Taliban",Salah [-]
"Keliru, KPK Geledah Rumah SBY dan Temukan Uang Rp 177 Triliun",Salah [-]
"Keliru, WHO Mengakui Vaksin Nusantara Aman Digunakan",Salah [-]
"Sesat, Pria Keluar Gua Setelah 20 Tahun Hanya Untuk Mendapatkan Vaksin Covid-19",Salah [-]
"Keliru, Foto Perbedaan Penampilan Perempuan Afghanistan Tahun 1970 dan 2021",Salah [-]
"Keliru, Indonesia Aman dari Ledakan Asteroid PDV 2021 dan Jadi Tempat Mengungsi ",Salah [-]
"Keliru, Video Senator Amerika Mengumumkan Corona Adalah Penipuan ",Salah [-]
"Keliru, Sebuah Gedung 47 Lantai di Spanyol Lupa Dipasangi Elevator",Salah [-]
"Keliru, Vaksin Asal Cina sebagai Senjata Pemusnah Massal",Salah [-]
"Keliru, Milisi Taliban Membantai Rakyat Afghanistan Pasca Menduduki Ibu Kota Kabul",Salah [-]
"Keliru, Klaim Video Bangsawan Inggris Saat Memberi Makan Rakyat Hongkong",Salah [-]
"Keliru, Video Milisi Taliban Menari untuk Merayakan Kemenangan",Salah [-]
"Sebagian Benar, Video Tentara Taliban Merayakan Kemenangan di Afganistan dengan Bermain dan Olahraga",Salah [-]
"Keliru, Klaim Video Presiden Ashraf Ghani Meninggalkan Afghanistan pada 15 Agustus 2021",Salah [-]
"Keliru, Klaim Asap Cair Batok Kelapa Bisa Mengobati COVID-19",Salah [-]
"Keliru, Klaim Foto 800 Penduduk Afghanistan Dievakuasi dengan Pesawat Kargo C-17 Globemaster III",Salah [-]
"Keliru, Hubungan Jokowi-Megawati Retak, hingga PDIP Tarik Semua Kader Menteri ",Salah [-]
"Sesat, klaim Jokowi Resmi ",Salah [-]
"Tidak Terbukti, Jejak Awan Putih yang Ditinggalkan Pesawat Merupakan Chemtrails",Salah [-]
"Sebagian Benar, Harga Vaksin AstraZeneca Paling Murah karena Sarah Gilbert Menyerahkan Seluruh Hak Paten",Salah [-]
"Keliru, Terapi Uap Minyak Kayu Putih dan Serai Bisa Menghilangkan Sesak Napas Karena Virus ",Salah [-]
"Keliru, Klaim Megawati Mundur dari PDIP dan Menunjuk Jokowi Jadi Ketua Umum",Salah [-]
"Keliru, Serbuan Burung Gagak dan Nyamuk Besar di Cina Gemparkan Arab ",Salah [-]
"Keliru, Klaim Lagu Bengawan Solo Dinyanyikan Pada Penutupan Olimpiade Tokyo 2020",Salah [-]
"Keliru, Klaim Video Manusia Tertua Berusia 200 Tahun Masih Hidup",Salah [-]
"Keliru, Video dan Pesan Suara yang Diklaim dari Direktur RS Medika Bondowoso dr. Yahya Amar",Salah [-]
"Keliru, Pesan Berantai Soal Bukti Ilmiah Penularan Virus Corona dari dokter Erlina Burhan ",Salah [-]
"Keliru, Klaim Garam yang Dimasak Bisa Berubah Jadi Racun",Salah [-]
Keliru Klaim Video SBY Dalangi Aksi Mahasiswa Menolak Kebijakan PPKM,Salah [-]
"Keliru, Klaim Video Prabowo Resmi Gantikan Ma'ruf Amin Sebagai Wakil Presiden",Salah [-]
"Keliru, Klaim Video Presiden Jokowi Berpamitan Kepada Seluruh Rakyat Indonesia",Salah [-]
"Keliru, Klaim Imam Salat Jumat Meninggal Dibacok ",Salah [-]
"Keliru, Klaim Video Luhut Perintahkan Semua Masjid Disegel",Salah [-]
"Sesat, Klaim Video Air Keran Mengandung Covid-19",Salah [-]
"Keliru, Klaim Ini Foto Praktek Jual Beli Istri di Sebuah Pasar",Salah [-]
"Keliru, Organisasi Kesehatan Dunia (WHO) sengaja Menyebarkan Varian Baru Virus Corona ",Salah [-]
"Sesat, Klaim Video Aksi Turunkan Jokowi",Salah [-]
"Keliru, Klaim Tempat Tidur Atlet Olimpiade Tokyo Dibuat dari Kardus untuk Mencegah Seks Bebas ",Salah [-]
"Keliru, Berita Gadis Arab Saudi Meninggal Dunia Setelah Berhasil Menghafal Al-Quran ",Salah [-]
"Keliru, Klaim Video Satpol PP Riau Banting Warga yang Hendak Salat Idul Adha di Masjid",Salah [-]
"Sesat, Unggahan yang Berisi Video Vaksin Palsu",Salah [-]
"Keliru, Uji Vaksin Covid-19 pada Binatang Menyebabkan Kematian hingga Dihentikan",Salah [-]
"Keliru, Klaim Video Wapres Maruf Amin Menyatakan Haram Buka Masjid dan Salat Idul Adha",Salah [-]
"Keliru, Nakes Dijadikan Kelinci Percobaan Vaksinasi Ketiga",Salah [-]
"Keliru, Klaim Ini Foto Kebakaran Masjid di Bangladesh yang Menewaskan 50 Orang",Salah [-]
"Sesat, AS Kirim 4 Juta Dosis Vaksin Moderna yang Tiba di Indonesia Hanya 3 Juta",Salah [-]
"Sesat, Klaim Cuaca Dingin di Sejumlah Wilayah Indonesia Disebabkan Fenomena Aphelion",Salah [-]
"Sesat, Penguburan Peti Mati Tanpa Jenazah di Klaten Terkait Bisnis Organ ",Salah [-]
"Keliru, Menyetop Berita tentang Covid-19 dapat Membuat Pandemi Selesai",Salah [-]
"Keliru, Donald Trump Anjurkan Warga AS Gunakan Burqa untuk Mencegah Penularan Covid-19",Salah [-]
"Keliru, Tabung Oksigen Bisa Dibuat dari Aerator Akuarium ",Salah [-]
"Sesat, 3 ambulans kosong diminta berputar-putar untuk menakuti warga agar percaya Covid-19",Salah [-]
"Sesat, Klaim Ini Video Pasien Rumah Sakit di Surabaya Dicovidkan dan Jenazahnya Ditangani Secara Tidak Wajar",Salah [-]
"Keliru, Susu Beruang (Bear Brand) dapat Menyembuhkan Covid-19",Salah [-]
"Keliru, Masjid Jayakarta di Kawasan Pulogadung Dibakar oleh Komunis karena Ditutup",Salah [-]
"Sesat, Klaim ini Video Sekelompok Tentara Israel Sengaja Menangkap Anak Palestina",Salah [-]
"Sesat, Klaim WHO Larang Wanita Usia Subur Konsumsi Alkohol",Salah [-]
"Keliru, Klaim Ini Video Penyiraman Virus di Madura Lewat Pesawat",Salah [-]
"Keliru, Klaim Obat Bius pada Penerima Vaksin Covid-19 Bisa Sebabkan Kematian",Salah [-]
"Keliru, Klaim Ini Video Sri Mulyani Vaksinasi Covid-19 Palsu karena Jarum Suntik yang Dipakai Kosong",Salah [-]
"Keliru, Pesan Berantai tentang Adanya Genosida Umat Islam Lewat Vaksin Covid-19",Salah [-]
"Keliru, Klaim Ini Foto Pria yang Disiksa di Penjara Cina karena Memeluk Islam",Salah [-]
"Keliru, Pesan Berantai yang Klaim Ada Ketidakwajaran pada Isu Covid-19 di Indonesia",Salah [-]
"Keliru, Klaim Ini Video Kebakaran Desa di Myanmar Akibat Serangan Teroris",Salah [-]
"Keliru, Urus SIM dan SKCK Harus Tunjukkan Sertifikat Vaksin Covid-19 Per 1 Juli",Salah [-]
"Keliru, Klaim Ini Video Detik-detik Jokowi Umumkan Pencopotan Anies",Salah [-]
"Benar, Klaim Pria Ini Ditangkap Polisi karena Tak Percaya Covid-19",Benar
"Keliru, Vaksin Covid-19 Mengandung Microchip yang Bisa Nyalakan Lampu",Salah [-]
"Keliru, Kolapsnya Christian Eriksen dalam Laga Euro Terkait Vaksin Pfizer",Salah [-]
"Keliru, Cristiano Ronaldo Singkirkan Botol Coca-cola saat Konferensi Pers Euro karena Produk Yahudi",Salah [-]
"Sesat, Klaim Ini Video Matahari yang Terbit dari Utara di Sulawesi Selatan",Salah [-]
"Keliru, Klaim Ini Foto Mekkah yang Diambil dari Luar Angkasa oleh Astronaut Rusia",Salah [-]
"Sesat, Kadus di Jember yang Meninggal usai Jatuh Sengaja Divonis Covid-19 oleh RS",Salah [-]
"Keliru, Klaim Ini Video saat Erdogan Temui Anak-anak Palestina yang Tertindas",Salah [-]
"Keliru, Pesan Berantai yang Sebut Kanada Tolak Hilangkan Babi dari Menu Makanan Sekolah",Salah [-]
"Keliru, Klaim Produk Hand Sanitizer di Foto Ini Mengandung Virus Baru",Salah [-]
"Sesat, Klaim Pemkot Pekanbaru Tarik Semua Vaksin Covid-19 dari RS karena Tidak Manjur",Salah [-]
"Sesat, Klaim Arab Saudi Lagi-lagi Tak Masukkan Indonesia di Daftar Haji 2021",Salah [-]
"Keliru, Vaksin Covid-19 Mengandung Bahan Berbahaya Seperti Aluminium, Formalin, MSG, dan Merkuri",Salah [-]
"Keliru, Pesan Berantai yang Sebut Ivermectin Dapat Obati dan Cegah Covid-19",Salah [-]
"Keliru, Klaim Ini Video Anggota DPR Turki yang Awali Rapat dengan Baca Alquran",Salah [-]
"Sesat, Klaim Foto Ini Tunjukkan Peluncuran Roket SpaceX Palsu",Salah [-]
"Keliru, Ribuan Email Anthony Fauci Bocor dan Ungkap Keterlibatannya dalam Pembuatan Covid-19 di Wuhan",Salah [-]
"Sesat, Klaim Badak Putih Utara Resmi Punah pada 2021",Salah [-]
"Sesat, Klaim Ini Video saat BNN Bongkar Truk Kontainer dari Cina Berisi Narkoba",Salah [-]
"Keliru, Klaim Ini Video WNA Cina yang Berdatangan ke Indonesia dan Terkait dengan Dana Haji",Salah [-]
"Keliru, Klaim Ini Foto Masjid Al-Aqsa yang Dibom Israel",Salah [-]
"Keliru, Poster yang Sebut PBNU Gelar Konvensi Capres 2024",Salah [-]
"Keliru, Swedia Berhenti Gunakan Tes PCR untuk Deteksi Pasien Covid-19",Salah [-]
"Sesat, Klaim Ini Foto Terdekat Saturnus dari Dalam Cincinnya yang Diambil Pesawat Luar Angkasa Cassini",Salah [-]
"Keliru, Alyssa Carson Bakal Jadi Manusia Pertama di Mars dan Tak Akan Kembali ke Bumi",Salah [-]
"Keliru, Klaim Ini Foto-foto Jenazah Covid-19 India yang Dibuang ke Laut dan Hanyut Sampai Malaysia",Salah [-]
"Keliru, Klaim Ini Video Pasien Covid-19 di Malaysia yang Dirawat di Luar RS",Salah [-]
"Keliru, Kapal Kargo yang Terdampar di Terusan Suez Angkut Ribuan Korban Penculikan Anak",Salah [-]
"Keliru, Klaim Ini Video Sistem Persenjataan Israel saat Cegat Serangan Hamas",Salah [-]
"Keliru, Salah Satu Pegawai KPK yang Tak Lolos TWK Adik Ketua PGI Gomar Gultom",Salah [-]
"Sesat, Barcode dengan Angka Awal 729 dan 871 Tandakan Produk Israel",Salah [-]
"Keliru, Pasien Covid-19 yang Terinfeksi Jamur Hitam Ini dari Sri Lanka",Salah [-]
"Keliru, Perwira TNI AU Ini Berasal dari Cina dan Bakal Bocorkan Rahasia Negara",Salah [-]
"Keliru, Klaim Ini Video Perayaan Peresmian Kantor Hamas di India",Salah [-]
"Keliru, Klaim Ini Video Rudal Al Qassam yang Hantam Israel dan Tewaskan Ratusan Warga Yahudi",Salah [-]
"Keliru, Donor Darah dari Penerima Vaksin Covid-19 Berbahaya",Salah [-]
"Keliru, Klaim Ini Video Pemakaman Palsu Warga Palestina yang Jadi Korban Serangan Israel",Salah [-]
"Keliru, Klaim Ini Video Pembakaran Bendera Israel oleh Rakyatnya Sendiri karena Konflik dengan Palestina",Salah [-]
"Keliru, Anak-anak Kebal terhadap Virus Corona dan yang Meninggal Tak Ada Kaitannya dengan Covid-19",Salah [-]
"Sebagian Benar, Klaim Ini Foto Meteor yang Jatuh di Puncak Gunung Merapi",Salah [-]
"Keliru, Klaim Ini Video Penampakan Bulan Raksasa di Arktik antara Rusia dan Kanada",Salah [-]
"Keliru, Vaksin Covid-19 Sebabkan 0,8 Persen Kematian dalam 2 Minggu dan yang Hidup Hanya Bertahan 2 Tahun",Salah [-]
"Keliru, Klaim Ini Video-video Pesawat Antariksa Cina yang Jatuh di Laut India",Salah [-]
"Tidak Terbukti, Cina Telah Persiapkan Perang Dunia III dengan Senjata Biologis",Salah [-]
"Sesat, Klaim Ini Foto Sopir Taksi yang Ditangkap Intelijen AS karena Berwajah Arab dan Dianggap Terlibat 9/11",Salah [-]
"Keliru, Klaim Ini Foto Gedung Tertinggi di Israel yang Hancur Dihajar Roket Hamas",Salah [-]
"Keliru, Klaim Vaksin Pfizer Mengandung Chip sehingga Magnet Menempel di Lengan yang Disuntik",Salah [-]
"Keliru, Klaim Ini Foto Anies Baswedan saat Donasikan Gajinya untuk Palestina",Salah [-]
"Keliru, Klaim Cristiano Ronaldo Tolak Bersalaman dengan Presiden Israel di Video Ini",Salah [-]
"Keliru, Klaim Covid-19 Hanya Tipuan Yahudi untuk Atur Ibadah Umat Islam",Salah [-]
"Keliru, Klaim Ini Foto-foto Aksi Bela Palestina oleh Puluhan Ribu Warga Indonesia pada Mei 2021",Salah [-]
"Sesat, Warga Malaysia Antri Menginap di Stadion Shah Alam karena Positif Covid-19",Salah [-]
"Keliru, Klaim Ini Video saat Putin Bertemu Erdogan untuk Bahas Isu Palestina",Salah [-]
"Keliru, Klaim Ini Foto Tentara Turki yang Bersiaga di Masjid Al Aqsa",Salah [-]
"Keliru, Klaim Ini Video Tentara Turki yang Tiba di Palestina",Salah [-]
"Keliru, Klaim Ini Video TNI yang Bersatu dengan Tentara Negara Lain untuk Perang di Palestina",Salah [-]
"Keliru, Klaim Ini Video Said Aqil Dibaptis di Gereja",Salah [-]
"Keliru, Greta Thunberg Minta Cina Setop Gunakan Sumpit Demi Jaga Lingkungan",Salah [-]
"Keliru, Klaim Ini Video Pemudik Gunakan Sungai Ambawang saat Larangan Pulang Kampung",Salah [-]
"Keliru, Foto Kemacetan di Sawah Ini Diambil saat Mudik Lebaran",Salah [-]
"Keliru, Klaim Ini Foto Perbatasan di Konawe yang Ditutup di Tengah Mudik Lebaran 2021",Salah [-]
"Keliru, Klaim Ini Video Aksi Anarki Warga India Akibat Frustasi karena Covid-19",Salah [-]
"Keliru, Rusia Tak Temukan Virus di Hasil Autopsi Jenazah Covid-19",Salah [-]
"Keliru, Klaim Ini Foto Pemudik yang Berenang ke Madura karena Jembatan Suramadu Tutup",Salah [-]
"Keliru, Klaim Ini Foto Penumpang Lion Air dari Cina yang Diturunkan Tanpa Lewat Jalur Imigrasi",Salah [-]
"Keliru, Klaim Ini Foto Puing-puing KRI Nanggala yang Berhasil Dievakuasi",Salah [-]
"Keliru, Klaim Ini Bukan Video Kremasi Jenazah Covid-19 di India Tapi Korban Kebocoran Gas",Salah [-]
"Sesat, Penyebab Krisis Oksigen di India Bukan Covid-19 Tapi Saluran Gas RS yang Bocor",Salah [-]
"Keliru, Klaim Ini Foto Sajadah Awak KRI Nanggala yang Tak Hancur saat Ditemukan",Salah [-]
"Keliru, Klaim Ini Video Ratusan Kantong Jenazah Covid-19 Palsu yang Berisi Kertas",Salah [-]
"Sesat, Klaim Ini Video Tol Trans Jawa yang Sudah Ditutup untuk Mudik Lebaran 2021",Salah [-]
"Keliru, Klaim Ini Foto-foto Jenazah Awak KRI Nanggala yang Terdampar di Madura",Salah [-]
"Keliru, Klaim Ini Foto Kremasi Massal saat Tsunami Covid India",Salah [-]
"Keliru, Klaim Ini Foto Ratusan Warga 4 Desa di Papua yang Mengungsi pada April 2021",Salah [-]
"Keliru, KRI Nanggala 402 Tenggelam karena Ranjau Bawah Laut Militer Cina",Salah [-]
"Keliru, Klaim Ini Video Proses Evakuasi Jenazah Awak KRI Nanggala 402",Salah [-]
"Keliru, Klaim Microsoft Masukkan Chip ke Vaksin Pfizer",Salah [-]
"Benar, Klaim Ini Video Tumpukan Jenazah Covid-19 yang Penuhi RS di India",Benar
"Sesat, Rudal Cina di Balik Tenggelamnya KRI Nanggala 402",Salah [-]
"Keliru, Klaim Ini Foto Parahnya Covid-19 di India hingga Bikin Warga Pakai Oksigen di Jalanan",Salah [-]
"Keliru, Klaim Ini Video Orang Bergelimpangan di India karena Tsunami Covid",Salah [-]
"Keliru, Somalia Cetak Uang Koin Bergambar KH Hasyim Asyari",Salah [-]
"Sebagian Benar, Artikel yang Sebut SBY Janji Bikin Indonesia Maju Jika Demokrat Dipercaya Lagi Jalankan Pemerintahan",Salah [-]
"Keliru, Klaim Megawati Minta Nadiem Masukkan Tokoh PKI dan Hilangkan KH Hasyim Asyari di Kamus Sejarah",Salah [-]
"Keliru, Klaim Tak Ada Uji Coba Vaksin Covid-19 pada Hewan yang Berhasil",Salah [-]
"Sesat, Pesan Berantai yang Klaim KH Hasyim Asyari Sengaja Dihilangkan dari Kamus Sejarah Indonesia",Salah [-]
"Keliru, Klaim Ini Foto Biden Berlutut di Depan Anak George Floyd",Salah [-]
"Keliru, Pejabat Denmark Meninggal karena Diracun saat Umumkan Larangan Vaksin AstraZeneca",Salah [-]
"Keliru, Klaim Bill Gates Tak Pernah Pakai Masker",Salah [-]
"Sesat, Vaksin Covid-19 Tingkatkan Limfosit yang Mematikan bagi Manusia",Salah [-]
"Keliru, Artikel yang Sebut Kominfo Pastikan TMII Dijual Megawati ke Cina",Salah [-]
"Sesat, Klaim Ini Foto saat Ngabalin Berceramah di Gereja",Salah [-]
"Sesat, Covid-19 Akan Hilang Seiring Ditemukannya Obat Oral Molnupiravir",Salah [-]
"Keliru, Klaim Ini Rekaman Suara Rizieq Shihab saat Disiksa Densus 88",Salah [-]
"Keliru, Klaim mRNA Bukan Vaksin Tapi Terapi Gen untuk Mutasi Virus",Salah [-]
"Sesat, Vaksin Covid-19 Sinovac Ilegal karena Tak Punya Sertifikat WHO",Salah [-]
"Keliru, Klaim Ini Foto Munarman FPI saat Disuntik Vaksin Covid-19",Salah [-]
"Keliru, Klaim Ini Foto FPI Deklarasi Bunuh Diri Massal Jika Rizieq Shihab Tak Dibebaskan",Salah [-]
"Keliru, Pimpinan Muhammadiyah Mantrijeron Yogyakarta Ditangkap Densus 88 Sepulang dari Turki",Salah [-]
"Keliru, Presiden Tanzania Meninggal karena Dibungkam Demi Agenda Kontrol Populasi Lewat Vaksinasi",Salah [-]
"Keliru, Klaim Anggota Brimob Maluku Ini Korban Vaksin AstraZeneca",Salah [-]
"Keliru, Bill Gates Tolak Beri Vaksin ke Anak-anaknya",Salah [-]
"Sesat, Klaim Rizieq Shihab Dapat Penghargaan di Malaysia saat Ditahan di Indonesia",Salah [-]
"Sesat, Klaim Ini Video saat Densus 88 Geledah Pesantren Lalu Amankan Alquran dan Tabungan Santri",Salah [-]
"Sesat, Klaim Vaksinasi Covid-19 Hanya Percobaan karena Cuma Kantongi Izin Darurat",Salah [-]
"Sesat, Klaim bahwa BMKG Peringatkan Tsunami di NTT pada 7 April 2021",Salah [-]
"Tidak Terbukti, Istri Shinzo Abe Pura-pura Tak Bisa Bahasa Inggris saat Bertemu Donald Trump",Salah [-]
"Keliru, Klaim Ini Video Tumpukan Jenazah Covid-19 yang Salah Satunya Merokok",Salah [-]
"Sesat, Artikel yang Sebut Cina Bohong soal Asal-usul Virus Corona",Salah [-]
"Keliru, Klaim Bom Gereja Katedral Makassar Diledakkan dengan Remote Jarak Jauh",Salah [-]
"Keliru, Klaim Polri Sebut Pelaku Bom Gereja Katedral Makassar Eks Intel yang Dipecat",Salah [-]
"Sesat, Pesan Berantai yang Klaim usai Vaksinasi Covid-19 Justru Lebih Rentan Terinfeksi Virus Corona",Salah [-]
"Sesat, Klaim BBM di Jabodetabek Langka karena Kilang Balongan Kebakaran",Salah [-]
"Keliru, Klaim Ini Video Truk Kontainer yang Tabrak Puluhan Motor di Menganti Surabaya",Salah [-]
"Sesat, Klaim Indonesia Dapat Kuota Haji 2021 Sebanyak 64 Ribu Orang",Salah [-]
"Keliru, Gambar Artikel yang Klaim Mahfud MD Ungkap Pelaku Bom Gereja Katedral Makassar adalah Polisi",Salah [-]
"Keliru, Klaim Ini Foto Petugas yang Seret Rizieq Shihab saat Sidang dan Kini Sakit Parah",Salah [-]
"Keliru, Inggris Nyatakan Covid-19 Penyakit Menular Biasa karena Konspirasi dan Bisa Diobati Parasetamol",Salah [-]
"Keliru, Kebiasaan Minum Air Es Sebabkan Penyakit Jantung",Salah [-]
"Keliru, 5 Bulan usai Vaksinasi Covid-19 Dilarang Konsumsi Alkohol dan Tape",Salah [-]
"Keliru, Video yang Sebut All England 2021 Dihentikan di Tengah Jalan",Salah [-]
"Sesat, Klaim Video Ini Bukti Kebohongan Vaksinasi Covid-19 oleh Yahudi",Salah [-]
"Keliru, Klaim Ini Video Jaksa Penuntut Rizieq Shihab yang Ditangkap karena Suap",Salah [-]
"Keliru, Pemerintah Wajibkan Nama di Sertifikat Vaksinasi Covid-19 Sesuai Paspor",Salah [-]
"Keliru, Artikel tentang Demo di UGM soal Pemalsuan Status Alumni oleh Jokowi",Salah [-]
"Keliru, Poster dengan Klaim Anies Tersangka dan KPK Angkut Rp 3,3 T dari Rumahnya",Salah [-]
"Keliru, Pesan Berantai tentang Pandemi Covid-19 Hanya Tipuan yang Diklaim Berasal dari IDI",Salah [-]
"Keliru, Klaim Ini Foto Drone Israel di Palestina yang Tertangkap Elang",Salah [-]
"Sesat, Klaim Ini Grafik Antibodi usai Vaksinasi Covid-19 Dosis I yang Dekati Nol pada Hari ke-28",Salah [-]
"Keliru, Klaim Ini Video Aksi Melawan Arogansi Cina di Malaysia pada Maret 2021",Salah [-]
"Sesat, Pesan Berantai tentang 4 Vaksin Covid-19 Cina Duduki Peringkat Teratas Vaksin Teraman",Salah [-]
"Keliru, Video Berjudul Menkumham Tolak Demokrat Kubu AHY dan Terima Hasil KLB Deli Serdang",Salah [-]
"Sesat, Klaim Ini Video Remaja yang Kecanduan Game hingga Tubuhnya Bergerak Tak Terkontrol",Salah [-]
"Keliru, Foto SK Mendikbud yang Angkat Honorer Jadi PNS Tanpa Tes",Salah [-]
"Keliru, Video Berjudul KPK Obrak-abrik Rumah Anies dan Temukan Bukti Mengejutkan",Salah [-]
"Keliru, Klaim Raja Salman Sebut Haji 2021 Berlangsung Normal Tanpa Batasan",Salah [-]
"Sesat, Klaim Vaksin Sinovac Dibuat Sebelum Pandemi Covid-19 pada 25 Maret 2019",Salah [-]
"Keliru, Klaim Ini Video saat KPK Amankan Anies Baswedan di Kantornya",Salah [-]
"Keliru, Screenshot Artikel yang Kutip Arief Poyuono bahwa Prabowo Mau Jokowi Tiga Periode Karena Kerjanya Oke",Salah [-]
"Keliru, Klaim Ini Video Jokowi Tegur SWI OJK Karena Susahkan Rakyat di Masa Pandemi",Salah [-]
"Keliru, Klaim Ini Foto-foto KPK Geledah Ruangan Anies Baswedan",Salah [-]
"Keliru, Sertifikat Vaksinasi dengan Vaksin Pfizer yang Berefek Memperpanjang Ereksi",Salah [-]
"Keliru, Klaim Vaksin Sinovac Sebenarnya Ditujukan bagi Ayam dan Barcode Aslinya Ditukar",Salah [-]
"Keliru, Klaim Hidayat Nur Wahid Akui PKS Tak Anut Pancasila",Salah [-]
"Sesat, Video yang Klaim Shin Tae-yong Putuskan Tinggalkan Timnas Indonesia",Salah [-]
"Keliru, Klaim Ini Video Vaksinasi Covid-19 di Taman Anggrek yang Ciptakan Kerumunan",Salah [-]
"Sesat, Klaim yang Kaitkan Kasus Vaksin Covid-19 Palsu Ini dengan Vaksinasi di Indonesia",Salah [-]
"Keliru, DKI Alihkan Dana Banjir untuk Bebaskan Rizieq Shihab dari Penjara",Salah [-]
"Keliru, Tersangka Kasus KM 50 dari Laskar FPI Dihukum Gantung",Salah [-]
"Sesat, Pria Oregon Ini Dipenjara Karena Kumpulkan Air Hujan untuk Kehidupan Sehari-hari",Salah [-]
"Keliru, Video yang Sebut Anies Korupsi Rp 100 Miliar dari Saham Miras DKI",Salah [-]
"Keliru, Video Penganiayaan Bayi oleh Ibu Ini Terjadi di Bulukumba Sulsel",Salah [-]
"Keliru, Klaim Ini Video Israel Tembaki Masjid Palestina",Salah [-]
"Keliru, Timor Leste Rilis Uang Bergambar Baju Adat Rote dan Xanana Gusmao",Salah [-]
"Keliru, Takbier adalah Bir Non Alkohol Produksi Arab Saudi",Salah [-]
"Keliru, Klaim MUI Beri Cap Halal pada Minuman Beralkohol di Foto Ini",Salah [-]
"Keliru, Klaim Empat Nakes Ini Meninggal Karena Vaksin Covid-19",Salah [-]
"Keliru, Klaim Pengasuh Ponpes Gus Idris Ditembak Orang Tak Dikenal di Video Ini",Salah [-]
"Keliru, Semua Pemilik KTP Elektronik Dapat Bansos Tunai Rp 600 Ribu",Salah [-]
"Keliru, Klaim Pendaratan Robot NASA di Mars adalah Kebohongan",Salah [-]
"Keliru, Artikel Berjudul Warga AS Ingin Dipimpin Jokowi karena Kecewa dengan Biden",Salah [-]
"Keliru, Terbit SK Menag Larang Bahasa Arab Usai SKB 3 Menteri Larang Jilbab",Salah [-]
"Keliru, Klaim Ma'ruf Amin Sebut Jual Miras Hukumnya Boleh untuk Bantu Kas Negara",Salah [-]
"Keliru, Anosmia Bukan Gejala Khas Virus dan Bisa Diobati dengan Mecobalamin",Salah [-]
"Keliru, Foto Greta Thunberg Sedang Makan dan Ditonton Anak-anak Berkulit Hitam",Salah [-]
"Keliru, Klaim Ini Foto Muslim di Myanmar yang Ditangkap Militer",Salah [-]
"Sesat, Klaim Ini Video Meikarta Cikarang yang Diserang Teroris",Salah [-]
"Keliru, Klaim Ini Foto-foto Pesawat Jatuh Berpenumpang 20 Misionaris yang Semuanya Selamat",Salah [-]
"Sesat, Klaim Cuitan Aa Gym Ini Sindir Anies Soal Banjir Jakarta",Salah [-]
"Keliru, Klaim Menag Yaqut Tanda Tangan Surat Larangan Salat Jumat",Salah [-]
"Keliru, Klaim Ini Video Terowongan Tol Cisumdawu yang Banjir padahal Belum Beroperasi",Salah [-]
"Keliru, Kematian Covid-19 Irlandia Turun karena Polisi Dilibatkan dalam Pelaporan Kasus",Salah [-]
"Keliru, Klaim Mobil di Foto Ini Terseret Banjir Jakarta 2021",Salah [-]
"Keliru, Foto Mobil Esemka yang Muncul di Tengah Momen Banjir Jakarta 2021",Salah [-]
"Keliru, Klaim Ini Video Banjir Bekasi pada 2021 dengan Banyak Mobil Terbalik",Salah [-]
"Keliru, Vaksin Flu Sebabkan Infeksi HIV dan Kanker",Salah [-]
"Keliru, Arab Saudi Tolak Jemaah Haji Indonesia Karena Belum Bayar Akomodasi",Salah [-]
"Keliru, Klaim Pandemi Flu Spanyol Disebabkan Pneumonia Bakteri yang Berasal dari Masker",Salah [-]
"Keliru, Kisah Mantan PM Jepang Yoshiro Mori yang Salah Ucap Bahasa Inggris saat Bertemu Obama",Salah [-]
"Sebagian Benar, Judul Artikel bahwa SBY Ingin Bantu Ekonomi tapi Partainya Tidak di Dalam Pemerintahan",Salah [-]
"Keliru, Tulisan yang Diklaim dari Anies tentang Beli Penghargaan dan Jabatan",Salah [-]
"Keliru, Kisah Bocah yang Meninggal Karena Semut Masuk ke Otaknya Lewat Telinga",Salah [-]
"Sesat, Klaim Video Tsunami Ini Terkait Gempa Jepang pada Februari 2021",Salah [-]
"Sesat, Klaim WHO Sebut Virus Corona Berasal dari Kepala Babi dan Bukan Kelelawar",Salah [-]
"Keliru, Chip KTP Elektronik Berfungsi untuk Lacak Lokasi Penduduk",Salah [-]
"Sesat, Foto Ini Terkait dengan Restu SBY untuk Anies Sebagai Capres",Salah [-]
"Keliru, Klaim Ini Cover Koran Tempo dengan Judul Babak-Belur di Ronde Kedua",Salah [-]
